Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft,Usage_per_Appliance,Usage_per_Person,Spike_to_Average_Ratio,Time_sin,Time_cos
356,1,2,4,14,1,0,26,44,0,0,23.733333333333334,71.2,13.185185185185185,0.25881904510252074,0.9659258262890683
495,1,2,3,24,1,1,35,17,1,1,19.8,123.75,13.75,0.25881904510252074,0.9659258262890683
463,3,2,9,23,1,1,22,18,1,1,19.291666666666668,46.3,20.130434782608695,0.7071067811865476,0.7071067811865476
466,2,0,6,12,0,0,19,5,1,0,35.84615384615385,66.57142857142857,23.3,0.49999999999999994,0.8660254037844387
241,3,1,8,5,1,0,28,58,0,0,40.166666666666664,26.77777777777778,8.310344827586206,0.7071067811865476,0.7071067811865476
166,4,1,4,7,0,1,37,82,1,1,20.75,33.2,4.368421052631579,0.8660254037844386,0.5000000000000001
480,1,1,8,23,0,1,43,60,1,1,20.0,53.333333333333336,10.909090909090908,0.25881904510252074,0.9659258262890683
104,3,3,9,14,0,0,35,69,1,1,6.933333333333334,10.4,2.888888888888889,0.7071067811865476,0.7071067811865476
401,1,3,1,13,0,1,48,65,1,1,28.642857142857142,200.5,8.183673469387756,0.25881904510252074,0.9659258262890683
207,2,0,10,19,0,1,26,41,1,1,10.35,18.818181818181817,7.666666666666667,0.49999999999999994,0.8660254037844387
58,2,2,4,6,1,1,14,37,0,0,8.285714285714286,11.6,3.8666666666666667,0.49999999999999994,0.8660254037844387
493,2,2,9,7,0,0,31,73,1,1,61.625,49.3,15.40625,0.49999999999999994,0.8660254037844387
391,2,0,7,18,0,1,18,68,0,1,20.57894736842105,48.875,20.57894736842105,0.49999999999999994,0.8660254037844387
230,3,1,8,25,1,1,20,22,0,0,8.846153846153847,25.555555555555557,10.952380952380953,0.7071067811865476,0.7071067811865476
114,3,1,2,6,1,1,33,82,0,1,16.285714285714285,38.0,3.3529411764705883,0.7071067811865476,0.7071067811865476
166,2,2,9,25,1,1,44,44,1,1,6.384615384615385,16.6,3.688888888888889,0.49999999999999994,0.8660254037844387
418,4,1,1,5,0,1,46,63,1,1,69.66666666666667,209.0,8.893617021276595,0.8660254037844386,0.5000000000000001
134,1,2,5,14,1,0,48,42,1,0,8.933333333333334,22.333333333333332,2.7346938775510203,0.25881904510252074,0.9659258262890683
66,3,3,7,21,0,1,48,55,0,0,3.0,8.25,1.346938775510204,0.7071067811865476,0.7071067811865476
232,3,1,9,5,0,0,31,48,1,0,38.666666666666664,23.2,7.25,0.7071067811865476,0.7071067811865476
117,1,2,8,22,1,1,36,19,1,1,5.086956521739131,13.0,3.1621621621621623,0.25881904510252074,0.9659258262890683
412,1,2,8,24,0,0,31,81,1,1,16.48,45.77777777777778,12.875,0.25881904510252074,0.9659258262890683
345,2,2,6,13,1,1,32,19,0,0,24.642857142857142,49.285714285714285,10.454545454545455,0.49999999999999994,0.8660254037844387
137,3,2,4,24,0,1,46,77,1,1,5.48,27.4,2.9148936170212765,0.7071067811865476,0.7071067811865476
171,2,2,10,21,1,1,47,30,1,1,7.7727272727272725,15.545454545454545,3.5625,0.49999999999999994,0.8660254037844387
262,4,2,7,5,0,1,23,88,0,1,43.666666666666664,32.75,10.916666666666666,0.8660254037844386,0.5000000000000001
56,3,0,3,15,1,1,44,56,0,0,3.5,14.0,1.2444444444444445,0.7071067811865476,0.7071067811865476
130,1,2,3,6,0,0,32,36,0,0,18.571428571428573,32.5,3.9393939393939394,0.25881904510252074,0.9659258262890683
74,2,1,8,8,1,1,30,40,1,1,8.222222222222221,8.222222222222221,2.3870967741935485,0.49999999999999994,0.8660254037844387
337,1,3,6,15,1,0,32,55,0,0,21.0625,48.142857142857146,10.212121212121213,0.25881904510252074,0.9659258262890683
191,2,0,4,22,0,1,34,11,1,1,8.304347826086957,38.2,5.457142857142857,0.49999999999999994,0.8660254037844387
285,3,2,5,6,1,0,25,1,1,0,40.714285714285715,47.5,10.961538461538462,0.7071067811865476,0.7071067811865476
475,3,0,8,10,0,0,32,19,1,0,43.18181818181818,52.77777777777778,14.393939393939394,0.7071067811865476,0.7071067811865476
258,1,1,2,20,1,1,18,3,1,1,12.285714285714286,86.0,13.578947368421053,0.25881904510252074,0.9659258262890683
56,4,1,6,5,1,0,36,18,0,0,9.333333333333334,8.0,1.5135135135135136,0.8660254037844386,0.5000000000000001
279,2,0,10,10,0,0,33,82,0,0,25.363636363636363,25.363636363636363,8.205882352941176,0.49999999999999994,0.8660254037844387
85,1,0,8,9,0,0,31,43,0,0,8.5,9.444444444444445,2.65625,0.25881904510252074,0.9659258262890683
188,1,2,4,10,0,1,47,30,1,1,17.09090909090909,37.6,3.9166666666666665,0.25881904510252074,0.9659258262890683
290,2,3,4,6,1,1,10,76,1,1,41.42857142857143,58.0,26.363636363636363,0.49999999999999994,0.8660254037844387
69,3,0,10,13,0,1,31,21,1,1,4.928571428571429,6.2727272727272725,2.15625,0.7071067811865476,0.7071067811865476
238,2,0,3,13,0,1,30,46,1,1,17.0,59.5,7.67741935483871,0.49999999999999994,0.8660254037844387
367,4,0,1,6,0,1,25,38,0,0,52.42857142857143,183.5,14.115384615384615,0.8660254037844386,0.5000000000000001
66,4,2,3,6,0,0,31,51,0,0,9.428571428571429,16.5,2.0625,0.8660254037844386,0.5000000000000001
204,3,2,9,6,1,1,21,14,0,0,29.142857142857142,20.4,9.272727272727273,0.7071067811865476,0.7071067811865476
436,3,1,4,9,0,1,31,63,1,1,43.6,87.2,13.625,0.7071067811865476,0.7071067811865476
466,4,1,3,21,1,0,12,52,1,0,21.181818181818183,116.5,35.84615384615385,0.8660254037844386,0.5000000000000001
284,3,0,7,22,0,1,40,26,0,0,12.347826086956522,35.5,6.926829268292683,0.7071067811865476,0.7071067811865476
229,3,2,1,23,1,1,29,61,0,1,9.541666666666666,114.5,7.633333333333334,0.7071067811865476,0.7071067811865476
397,1,0,4,13,0,1,34,51,0,0,28.357142857142858,79.4,11.342857142857143,0.25881904510252074,0.9659258262890683
117,2,1,8,18,0,1,45,45,1,1,6.157894736842105,13.0,2.5434782608695654,0.49999999999999994,0.8660254037844387
397,4,0,1,16,1,1,39,43,1,1,23.352941176470587,198.5,9.925,0.8660254037844386,0.5000000000000001
104,1,1,2,5,0,0,35,44,1,0,17.333333333333332,34.666666666666664,2.888888888888889,0.25881904510252074,0.9659258262890683
378,3,3,9,17,1,0,25,71,1,1,21.0,37.8,14.538461538461538,0.7071067811865476,0.7071067811865476
281,1,3,1,13,1,0,15,1,0,0,20.071428571428573,140.5,17.5625,0.25881904510252074,0.9659258262890683
331,2,2,7,13,0,1,41,59,0,0,23.642857142857142,41.375,7.880952380952381,0.49999999999999994,0.8660254037844387
86,2,1,2,9,1,1,31,55,0,0,8.6,28.666666666666668,2.6875,0.49999999999999994,0.8660254037844387
186,3,1,2,10,1,0,22,20,1,0,16.90909090909091,62.0,8.08695652173913,0.7071067811865476,0.7071067811865476
462,1,3,9,18,0,0,22,31,1,0,24.31578947368421,46.2,20.08695652173913,0.25881904510252074,0.9659258262890683
133,2,3,1,13,0,1,11,61,1,1,9.5,66.5,11.083333333333334,0.49999999999999994,0.8660254037844387
65,1,3,5,25,0,1,33,72,0,1,2.5,10.833333333333334,1.911764705882353,0.25881904510252074,0.9659258262890683
381,1,1,5,22,1,1,39,13,1,1,16.565217391304348,63.5,9.525,0.25881904510252074,0.9659258262890683
75,2,3,10,19,0,0,37,11,0,0,3.75,6.818181818181818,1.9736842105263157,0.49999999999999994,0.8660254037844387
276,4,2,8,10,0,0,26,44,0,0,25.09090909090909,30.666666666666668,10.222222222222221,0.8660254037844386,0.5000000000000001
360,3,3,3,20,0,0,39,32,1,0,17.142857142857142,90.0,9.0,0.7071067811865476,0.7071067811865476
489,4,3,4,8,1,0,15,77,1,1,54.333333333333336,97.8,30.5625,0.8660254037844386,0.5000000000000001
367,3,0,3,20,1,0,41,46,1,0,17.476190476190474,91.75,8.738095238095237,0.7071067811865476,0.7071067811865476
338,3,0,5,17,1,1,45,84,0,1,18.77777777777778,56.333333333333336,7.3478260869565215,0.7071067811865476,0.7071067811865476
333,1,0,8,20,0,1,25,77,0,1,15.857142857142858,37.0,12.807692307692308,0.25881904510252074,0.9659258262890683
97,3,1,9,16,1,0,44,57,1,0,5.705882352941177,9.7,2.1555555555555554,0.7071067811865476,0.7071067811865476
449,1,3,5,13,1,1,44,88,1,1,32.07142857142857,74.83333333333333,9.977777777777778,0.25881904510252074,0.9659258262890683
185,3,3,4,7,0,1,14,39,0,0,23.125,37.0,12.333333333333334,0.7071067811865476,0.7071067811865476
62,2,3,6,8,0,0,34,62,0,0,6.888888888888889,8.857142857142858,1.7714285714285714,0.49999999999999994,0.8660254037844387
204,4,0,4,23,0,1,36,43,0,0,8.5,40.8,5.513513513513513,0.8660254037844386,0.5000000000000001
429,3,1,1,19,1,0,10,48,1,0,21.45,214.5,39.0,0.7071067811865476,0.7071067811865476
415,4,1,9,19,1,1,46,9,1,1,20.75,41.5,8.829787234042554,0.8660254037844386,0.5000000000000001
94,1,3,7,22,0,1,40,86,0,1,4.086956521739131,11.75,2.292682926829268,0.25881904510252074,0.9659258262890683
93,1,0,10,18,0,1,20,14,0,0,4.894736842105263,8.454545454545455,4.428571428571429,0.25881904510252074,0.9659258262890683
194,3,0,9,5,0,1,45,68,0,1,32.333333333333336,19.4,4.217391304347826,0.7071067811865476,0.7071067811865476
437,3,0,1,17,0,1,48,85,1,1,24.27777777777778,218.5,8.918367346938776,0.7071067811865476,0.7071067811865476
377,4,2,9,16,1,1,26,83,0,1,22.176470588235293,37.7,13.962962962962964,0.8660254037844386,0.5000000000000001
495,1,3,7,23,1,0,45,62,1,1,20.625,61.875,10.76086956521739,0.25881904510252074,0.9659258262890683
474,3,2,6,6,0,1,26,3,1,1,67.71428571428571,67.71428571428571,17.555555555555557,0.7071067811865476,0.7071067811865476
273,2,2,10,20,1,1,22,85,0,1,13.0,24.818181818181817,11.869565217391305,0.49999999999999994,0.8660254037844387
496,2,1,10,9,0,0,38,32,1,0,49.6,45.09090909090909,12.717948717948717,0.49999999999999994,0.8660254037844387
179,4,3,8,11,0,0,45,70,1,1,14.916666666666666,19.88888888888889,3.891304347826087,0.8660254037844386,0.5000000000000001
120,3,2,4,5,0,0,14,36,0,0,20.0,24.0,8.0,0.7071067811865476,0.7071067811865476
150,2,0,1,8,1,1,32,62,1,1,16.666666666666668,75.0,4.545454545454546,0.49999999999999994,0.8660254037844387
303,2,3,6,12,1,1,42,4,0,0,23.307692307692307,43.285714285714285,7.046511627906977,0.49999999999999994,0.8660254037844387
206,2,3,10,9,1,1,33,6,1,1,20.6,18.727272727272727,6.0588235294117645,0.49999999999999994,0.8660254037844387
181,3,0,7,20,0,1,36,45,0,0,8.619047619047619,22.625,4.891891891891892,0.7071067811865476,0.7071067811865476
385,1,3,1,7,1,1,14,7,1,1,48.125,192.5,25.666666666666668,0.25881904510252074,0.9659258262890683
339,3,3,6,15,0,1,32,69,1,1,21.1875,48.42857142857143,10.272727272727273,0.7071067811865476,0.7071067811865476
141,4,0,10,15,0,0,29,44,0,0,8.8125,12.818181818181818,4.7,0.8660254037844386,0.5000000000000001
168,2,0,7,18,1,0,16,23,0,0,8.842105263157896,21.0,9.882352941176471,0.49999999999999994,0.8660254037844387
248,4,0,7,17,1,0,28,4,1,0,13.777777777777779,31.0,8.551724137931034,0.8660254037844386,0.5000000000000001
410,2,2,10,23,0,0,17,44,1,0,17.083333333333332,37.27272727272727,22.77777777777778,0.49999999999999994,0.8660254037844387
251,3,2,9,7,0,1,26,76,1,1,31.375,25.1,9.296296296296296,0.7071067811865476,0.7071067811865476
333,1,2,10,6,1,0,45,40,0,0,47.57142857142857,30.272727272727273,7.239130434782608,0.25881904510252074,0.9659258262890683
230,4,1,1,25,0,0,37,75,1,1,8.846153846153847,115.0,6.052631578947368,0.8660254037844386,0.5000000000000001
93,1,2,6,20,0,0,41,70,0,0,4.428571428571429,13.285714285714286,2.2142857142857144,0.25881904510252074,0.9659258262890683
367,2,3,10,24,1,1,26,70,1,1,14.68,33.36363636363637,13.592592592592593,0.49999999999999994,0.8660254037844387
85,4,1,10,5,0,1,17,76,1,1,14.166666666666666,7.7272727272727275,4.722222222222222,0.8660254037844386,0.5000000000000001
80,2,3,2,14,0,1,15,21,0,0,5.333333333333333,26.666666666666668,5.0,0.49999999999999994,0.8660254037844387
210,4,0,8,16,1,0,18,44,0,0,12.352941176470589,23.333333333333332,11.052631578947368,0.8660254037844386,0.5000000000000001
83,2,0,6,12,1,0,31,58,0,0,6.384615384615385,11.857142857142858,2.59375,0.49999999999999994,0.8660254037844387
399,3,2,5,23,0,1,14,1,0,0,16.625,66.5,26.6,0.7071067811865476,0.7071067811865476
482,1,2,1,9,0,0,45,87,1,1,48.2,241.0,10.478260869565217,0.25881904510252074,0.9659258262890683
368,2,3,10,6,1,0,24,30,1,0,52.57142857142857,33.45454545454545,14.72,0.49999999999999994,0.8660254037844387
275,3,3,1,18,0,0,12,41,1,0,14.473684210526315,137.5,21.153846153846153,0.7071067811865476,0.7071067811865476
127,2,3,4,25,1,0,49,5,0,0,4.884615384615385,25.4,2.54,0.49999999999999994,0.8660254037844387
498,4,0,6,19,0,0,46,28,1,0,24.9,71.14285714285714,10.595744680851064,0.8660254037844386,0.5000000000000001
293,3,3,4,11,1,0,10,84,0,0,24.416666666666668,58.6,26.636363636363637,0.7071067811865476,0.7071067811865476
336,3,1,5,16,0,1,12,52,1,1,19.764705882352942,56.0,25.846153846153847,0.7071067811865476,0.7071067811865476
287,3,2,3,21,0,0,39,29,0,0,13.045454545454545,71.75,7.175,0.7071067811865476,0.7071067811865476
312,3,2,6,21,1,1,40,34,1,1,14.181818181818182,44.57142857142857,7.609756097560975,0.7071067811865476,0.7071067811865476
197,4,3,7,10,1,0,33,0,0,0,17.90909090909091,24.625,5.794117647058823,0.8660254037844386,0.5000000000000001
328,2,3,4,12,1,0,41,49,0,0,25.23076923076923,65.6,7.809523809523809,0.49999999999999994,0.8660254037844387
111,2,2,8,7,1,0,21,21,0,0,13.875,12.333333333333334,5.045454545454546,0.49999999999999994,0.8660254037844387
363,1,2,1,22,0,0,35,47,1,0,15.782608695652174,181.5,10.083333333333334,0.25881904510252074,0.9659258262890683
197,1,1,2,9,0,0,15,69,1,1,19.7,65.66666666666667,12.3125,0.25881904510252074,0.9659258262890683
201,2,1,10,18,1,1,28,87,0,1,10.578947368421053,18.272727272727273,6.931034482758621,0.49999999999999994,0.8660254037844387
151,3,3,9,18,0,1,19,37,0,0,7.947368421052632,15.1,7.55,0.7071067811865476,0.7071067811865476
233,1,3,5,13,1,0,22,77,0,0,16.642857142857142,38.833333333333336,10.130434782608695,0.25881904510252074,0.9659258262890683
51,3,3,10,14,0,0,26,55,1,0,3.4,4.636363636363637,1.8888888888888888,0.7071067811865476,0.7071067811865476
309,3,1,9,16,0,0,22,84,0,0,18.176470588235293,30.9,13.434782608695652,0.7071067811865476,0.7071067811865476
72,4,0,4,17,0,1,35,53,0,0,4.0,14.4,2.0,0.8660254037844386,0.5000000000000001
338,1,1,5,21,1,0,12,1,0,0,15.363636363636363,56.333333333333336,26.0,0.25881904510252074,0.9659258262890683
288,2,3,3,8,1,0,31,1,1,0,32.0,72.0,9.0,0.49999999999999994,0.8660254037844387
92,4,3,7,7,1,1,29,5,0,0,11.5,11.5,3.066666666666667,0.8660254037844386,0.5000000000000001
320,3,1,3,14,0,0,12,24,0,0,21.333333333333332,80.0,24.615384615384617,0.7071067811865476,0.7071067811865476
148,1,3,2,15,0,0,13,31,0,0,9.25,49.333333333333336,10.571428571428571,0.25881904510252074,0.9659258262890683
230,2,2,3,6,1,1,18,8,0,0,32.857142857142854,57.5,12.105263157894736,0.49999999999999994,0.8660254037844387
291,1,1,6,21,1,0,10,3,1,0,13.227272727272727,41.57142857142857,26.454545454545453,0.25881904510252074,0.9659258262890683
192,3,0,7,5,1,1,26,15,0,0,32.0,24.0,7.111111111111111,0.7071067811865476,0.7071067811865476
170,1,2,9,10,0,0,17,64,1,1,15.454545454545455,17.0,9.444444444444445,0.25881904510252074,0.9659258262890683
346,2,0,5,12,1,0,14,11,1,0,26.615384615384617,57.666666666666664,23.066666666666666,0.49999999999999994,0.8660254037844387
151,3,1,3,22,1,0,39,32,0,0,6.565217391304348,37.75,3.775,0.7071067811865476,0.7071067811865476
330,2,0,1,19,0,1,12,53,0,0,16.5,165.0,25.384615384615383,0.49999999999999994,0.8660254037844387
271,4,3,4,15,0,1,38,24,0,0,16.9375,54.2,6.948717948717949,0.8660254037844386,0.5000000000000001
394,4,0,9,15,0,0,21,24,1,0,24.625,39.4,17.90909090909091,0.8660254037844386,0.5000000000000001
82,1,3,10,23,0,1,12,46,1,1,3.4166666666666665,7.454545454545454,6.3076923076923075,0.25881904510252074,0.9659258262890683
425,3,0,6,15,1,0,23,84,1,1,26.5625,60.714285714285715,17.708333333333332,0.7071067811865476,0.7071067811865476
319,3,3,3,17,0,1,32,38,1,1,17.72222222222222,79.75,9.666666666666666,0.7071067811865476,0.7071067811865476
265,1,3,10,22,0,1,33,10,1,1,11.521739130434783,24.09090909090909,7.794117647058823,0.25881904510252074,0.9659258262890683
200,4,0,8,10,1,1,25,64,1,1,18.181818181818183,22.22222222222222,7.6923076923076925,0.8660254037844386,0.5000000000000001
121,4,1,5,21,0,0,17,28,1,0,5.5,20.166666666666668,6.722222222222222,0.8660254037844386,0.5000000000000001
419,3,1,4,17,1,1,15,52,1,1,23.27777777777778,83.8,26.1875,0.7071067811865476,0.7071067811865476
445,3,2,3,23,1,1,28,23,1,1,18.541666666666668,111.25,15.344827586206897,0.7071067811865476,0.7071067811865476
366,1,2,2,14,0,1,35,9,0,0,24.4,122.0,10.166666666666666,0.25881904510252074,0.9659258262890683
117,2,3,6,7,1,0,22,46,1,0,14.625,16.714285714285715,5.086956521739131,0.49999999999999994,0.8660254037844387
240,1,1,1,20,1,1,19,4,1,1,11.428571428571429,120.0,12.0,0.25881904510252074,0.9659258262890683
202,3,0,3,23,1,1,26,82,0,1,8.416666666666666,50.5,7.481481481481482,0.7071067811865476,0.7071067811865476
237,1,1,9,10,1,1,33,20,0,0,21.545454545454547,23.7,6.970588235294118,0.25881904510252074,0.9659258262890683
382,1,0,6,17,0,1,15,84,0,1,21.22222222222222,54.57142857142857,23.875,0.25881904510252074,0.9659258262890683
124,3,3,9,15,0,0,17,35,1,0,7.75,12.4,6.888888888888889,0.7071067811865476,0.7071067811865476
207,3,3,10,25,1,0,11,44,0,0,7.961538461538462,18.818181818181817,17.25,0.7071067811865476,0.7071067811865476
202,1,3,7,14,0,1,21,30,1,1,13.466666666666667,25.25,9.181818181818182,0.25881904510252074,0.9659258262890683
415,3,3,8,12,1,0,44,23,1,0,31.923076923076923,46.111111111111114,9.222222222222221,0.7071067811865476,0.7071067811865476
231,1,2,4,5,1,0,22,61,1,1,38.5,46.2,10.043478260869565,0.25881904510252074,0.9659258262890683
186,3,0,9,8,1,0,23,88,1,1,20.666666666666668,18.6,7.75,0.7071067811865476,0.7071067811865476
489,2,2,3,16,1,0,14,24,1,0,28.764705882352942,122.25,32.6,0.49999999999999994,0.8660254037844387
437,2,1,4,18,1,0,45,18,1,0,23.0,87.4,9.5,0.49999999999999994,0.8660254037844387
395,3,0,3,5,1,1,17,80,0,1,65.83333333333333,98.75,21.944444444444443,0.7071067811865476,0.7071067811865476
182,2,2,1,14,0,1,28,7,0,0,12.133333333333333,91.0,6.275862068965517,0.49999999999999994,0.8660254037844387
90,3,1,8,20,0,0,33,35,1,0,4.285714285714286,10.0,2.6470588235294117,0.7071067811865476,0.7071067811865476
300,1,1,3,16,0,0,12,61,1,1,17.647058823529413,75.0,23.076923076923077,0.25881904510252074,0.9659258262890683
417,3,2,4,13,0,1,34,2,1,1,29.785714285714285,83.4,11.914285714285715,0.7071067811865476,0.7071067811865476
307,2,3,2,17,1,1,15,8,1,1,17.055555555555557,102.33333333333333,19.1875,0.49999999999999994,0.8660254037844387
229,3,1,3,16,0,1,38,82,1,1,13.470588235294118,57.25,5.871794871794871,0.7071067811865476,0.7071067811865476
330,3,0,9,9,0,0,13,32,0,0,33.0,33.0,23.571428571428573,0.7071067811865476,0.7071067811865476
58,1,1,8,12,1,1,30,38,0,0,4.461538461538462,6.444444444444445,1.8709677419354838,0.25881904510252074,0.9659258262890683
265,4,0,4,10,1,0,15,86,1,1,24.09090909090909,53.0,16.5625,0.8660254037844386,0.5000000000000001
495,1,3,3,24,0,1,25,15,1,1,19.8,123.75,19.03846153846154,0.25881904510252074,0.9659258262890683
198,1,1,1,22,0,1,29,50,0,0,8.608695652173912,99.0,6.6,0.25881904510252074,0.9659258262890683
369,1,1,9,7,1,0,39,3,0,0,46.125,36.9,9.225,0.25881904510252074,0.9659258262890683
302,3,1,1,7,1,1,41,83,0,1,37.75,151.0,7.190476190476191,0.7071067811865476,0.7071067811865476
265,4,1,4,16,0,1,11,27,1,1,15.588235294117647,53.0,22.083333333333332,0.8660254037844386,0.5000000000000001
382,4,1,5,10,1,0,20,85,0,0,34.72727272727273,63.666666666666664,18.19047619047619,0.8660254037844386,0.5000000000000001
136,3,3,7,18,1,0,47,33,0,0,7.157894736842105,17.0,2.8333333333333335,0.7071067811865476,0.7071067811865476
452,1,2,5,8,1,0,16,38,1,0,50.22222222222222,75.33333333333333,26.58823529411765,0.25881904510252074,0.9659258262890683
498,3,0,6,13,1,0,14,24,1,0,35.57142857142857,71.14285714285714,33.2,0.7071067811865476,0.7071067811865476
136,2,0,9,18,0,0,46,22,1,0,7.157894736842105,13.6,2.893617021276596,0.49999999999999994,0.8660254037844387
53,3,0,1,16,1,1,13,48,0,0,3.1176470588235294,26.5,3.7857142857142856,0.7071067811865476,0.7071067811865476
379,2,0,3,5,1,1,48,44,1,1,63.166666666666664,94.75,7.73469387755102,0.49999999999999994,0.8660254037844387
65,3,2,10,8,0,1,37,36,1,1,7.222222222222222,5.909090909090909,1.7105263157894737,0.7071067811865476,0.7071067811865476
107,4,2,9,11,0,1,46,35,1,1,8.916666666666666,10.7,2.276595744680851,0.8660254037844386,0.5000000000000001
98,3,1,2,22,0,1,11,51,0,0,4.260869565217392,32.666666666666664,8.166666666666666,0.7071067811865476,0.7071067811865476
328,2,3,10,23,0,1,42,36,1,1,13.666666666666666,29.818181818181817,7.627906976744186,0.49999999999999994,0.8660254037844387
397,3,1,5,20,0,1,27,68,1,1,18.904761904761905,66.16666666666667,14.178571428571429,0.7071067811865476,0.7071067811865476
163,1,0,4,12,1,1,14,43,0,0,12.538461538461538,32.6,10.866666666666667,0.25881904510252074,0.9659258262890683
210,2,0,7,19,1,1,35,62,0,1,10.5,26.25,5.833333333333333,0.49999999999999994,0.8660254037844387
218,4,0,8,22,1,1,48,82,0,1,9.478260869565217,24.22222222222222,4.448979591836735,0.8660254037844386,0.5000000000000001
329,1,2,3,12,0,0,41,81,1,1,25.307692307692307,82.25,7.833333333333333,0.25881904510252074,0.9659258262890683
380,3,2,3,9,0,1,48,71,1,1,38.0,95.0,7.755102040816326,0.7071067811865476,0.7071067811865476
382,3,2,8,22,0,0,33,87,0,0,16.608695652173914,42.44444444444444,11.235294117647058,0.7071067811865476,0.7071067811865476
233,4,2,3,14,0,1,41,54,1,1,15.533333333333333,58.25,5.5476190476190474,0.8660254037844386,0.5000000000000001
74,1,3,8,10,0,0,10,23,1,0,6.7272727272727275,8.222222222222221,6.7272727272727275,0.25881904510252074,0.9659258262890683
75,1,1,4,19,0,1,48,37,1,1,3.75,15.0,1.530612244897959,0.25881904510252074,0.9659258262890683
263,2,2,1,6,1,0,40,14,0,0,37.57142857142857,131.5,6.414634146341464,0.49999999999999994,0.8660254037844387
289,4,2,9,13,0,1,42,54,0,0,20.642857142857142,28.9,6.72093023255814,0.8660254037844386,0.5000000000000001
135,1,2,8,25,1,1,23,34,1,1,5.1923076923076925,15.0,5.625,0.25881904510252074,0.9659258262890683
146,2,1,5,5,0,1,19,14,0,0,24.333333333333332,24.333333333333332,7.3,0.49999999999999994,0.8660254037844387
195,2,1,6,18,1,1,30,83,0,1,10.263157894736842,27.857142857142858,6.290322580645161,0.49999999999999994,0.8660254037844387
67,4,3,4,10,0,0,17,49,0,0,6.090909090909091,13.4,3.7222222222222223,0.8660254037844386,0.5000000000000001
263,3,2,1,22,1,1,42,19,1,1,11.434782608695652,131.5,6.116279069767442,0.7071067811865476,0.7071067811865476
376,2,3,3,14,1,0,34,77,0,0,25.066666666666666,94.0,10.742857142857142,0.49999999999999994,0.8660254037844387
303,4,3,9,10,1,1,12,35,0,0,27.545454545454547,30.3,23.307692307692307,0.8660254037844386,0.5000000000000001
50,4,3,1,19,0,1,13,33,0,0,2.5,25.0,3.5714285714285716,0.8660254037844386,0.5000000000000001
289,4,1,8,6,1,1,26,87,1,1,41.285714285714285,32.111111111111114,10.703703703703704,0.8660254037844386,0.5000000000000001
66,2,0,10,16,1,1,37,30,1,1,3.8823529411764706,6.0,1.736842105263158,0.49999999999999994,0.8660254037844387
311,4,2,2,7,1,1,40,22,1,1,38.875,103.66666666666667,7.585365853658536,0.8660254037844386,0.5000000000000001
268,4,0,5,5,0,1,24,49,1,1,44.666666666666664,44.666666666666664,10.72,0.8660254037844386,0.5000000000000001
436,4,1,2,24,1,1,17,71,1,1,17.44,145.33333333333334,24.22222222222222,0.8660254037844386,0.5000000000000001
422,2,3,9,20,0,0,10,73,1,1,20.095238095238095,42.2,38.36363636363637,0.49999999999999994,0.8660254037844387
379,1,3,10,23,0,0,35,65,1,1,15.791666666666666,34.45454545454545,10.527777777777779,0.25881904510252074,0.9659258262890683
422,2,3,4,13,1,1,42,83,1,1,30.142857142857142,84.4,9.813953488372093,0.49999999999999994,0.8660254037844387
162,2,2,5,21,1,0,27,77,0,0,7.363636363636363,27.0,5.785714285714286,0.49999999999999994,0.8660254037844387
448,4,2,2,8,1,1,13,77,1,1,49.77777777777778,149.33333333333334,32.0,0.8660254037844386,0.5000000000000001
447,3,3,9,9,1,1,12,6,1,1,44.7,44.7,34.38461538461539,0.7071067811865476,0.7071067811865476
285,4,3,1,25,0,1,46,13,0,0,10.961538461538462,142.5,6.0638297872340425,0.8660254037844386,0.5000000000000001
191,3,2,2,16,0,1,46,69,1,1,11.235294117647058,63.666666666666664,4.0638297872340425,0.7071067811865476,0.7071067811865476
414,4,3,6,5,1,0,35,78,1,1,69.0,59.142857142857146,11.5,0.8660254037844386,0.5000000000000001
394,1,2,1,20,0,1,28,63,0,1,18.761904761904763,197.0,13.586206896551724,0.25881904510252074,0.9659258262890683
112,4,1,4,13,0,0,33,33,0,0,8.0,22.4,3.2941176470588234,0.8660254037844386,0.5000000000000001
108,3,0,2,25,1,0,23,37,1,0,4.153846153846154,36.0,4.5,0.7071067811865476,0.7071067811865476
480,2,3,9,15,0,0,21,57,1,0,30.0,48.0,21.818181818181817,0.49999999999999994,0.8660254037844387
73,2,0,3,21,1,1,50,1,0,0,3.3181818181818183,18.25,1.4313725490196079,0.49999999999999994,0.8660254037844387
421,3,1,4,5,1,0,45,17,1,0,70.16666666666667,84.2,9.152173913043478,0.7071067811865476,0.7071067811865476
493,1,3,3,23,0,0,36,18,1,0,20.541666666666668,123.25,13.324324324324325,0.25881904510252074,0.9659258262890683
266,1,0,6,22,1,1,50,55,0,0,11.565217391304348,38.0,5.215686274509804,0.25881904510252074,0.9659258262890683
243,2,2,8,13,0,1,36,58,1,1,17.357142857142858,27.0,6.5675675675675675,0.49999999999999994,0.8660254037844387
94,2,1,4,16,0,1,44,24,0,0,5.529411764705882,18.8,2.088888888888889,0.49999999999999994,0.8660254037844387
